image_name,ocr_text,corrected_text,tokens,labels,quality_label
20260614_133638_jpg.rf.96aeb186d920b46a12a704fece16edd0.jpg,"(ARUBO) Ii "" li ""MI-S 하리보 프루티부시 두미주 이 바리보 아S 꼬다' 10D KCal) 메 개민 표사점 #이싸기 바가다 는 리 3중프리지 78 시 02-5/8-0385 17연신 ""5 시대 V3 M입 끼0 Gerivo) W0O p 가꾸다 WOOI디 자고기 이터 '01340 '김기5 새꺼거 곤미입 '376(2 '리0 N햇 Doroso yorttoo WWW 닫;^","밀, 돼지고기 함유",밀|돼지고기|함유,B-WHEAT|O|O,readable
20260614_133643_jpg.rf.6c69f3e3051a0711e1d9fcd9ae05ec32.jpg,"OOI Muamd Tryuliiors 09 Dpnilina Iarti Uonna 교4 poslor Oumulise( 4m wo) Wheat Soteawoylom dimiT SmnAS MikzNnavulloy 600Fax 2I2 "";어 거없0 UI '리가 미어 '다I 3 '대터니다 영양징보 098 BIO 입 ou oity K9 AyD' (Naiai]) ODa +90 구UU M 0 1.Xw O/vu 'n기 Gom 'horlbo WWW","돼지고기, 복숭아 함유",돼지고기|복숭아|함유,O|O|O,readable
20260614_133646_jpg.rf.d1d156215bc8d75c50e0fed0cff8aa62.jpg,"""II Mm @H UoRuvo (3 ZoVR 시우얘 U 새밥화 밑 우부 '시B반 제법 U5 까도하고 옛7니다 60 G?Bd C에) 문 제무은 관접 고시 년 몹시a 입까지바 VFORLO 연 (티길 0? 0-8363 굽시다 연양정보 uTa OMIV FN Nu 소고기 입유 bNI 원산지 Kurmi Comw harlbo; WWW 터키",돼지고기 함유,돼지고기|함유,O|O,readable
20260614_133650_jpg.rf.42e201bf877c5ec52e99d6d2f3c8e863.jpg,'Salmif Canoylngieo desloseau and iarnkmt  manos Sugar; 3neni dmount0 u % Podu Mah NTavill Erin 영입경보 659 U망 0g 소고기 OR SAVAA 바이 c 0o시 USO 스_쏘 'horibo WWWW,소고기 함유,소고기|함유,O|O,readable
20260614_133656_jpg.rf.00a7cd51b1bc8474210a809df52eaac7.jpg,"RABO Grlpeftur 하리보 자목 책리 100 ((310 R J 의세 1 메께지 1333 하업 썰리사 설기다 399 공지밥다 새개길 70 ""21578 _ 더시F 어신 무바무신 제기 주드시관 구민 '심합로 엘어베리 엉입경보 UBfime 33 UB BMMII  (U법 내5;   IOmng 급수되다 B70 입위 답; 0 지붕 Og 가리 Vg Us 0g (BOTu GNA A OI 0s 0s ""0016 탑 바입니 차8? 거거런드 n Com harlbo NWW",소고기 함유,소고기|함유,O|O,readable
20260614_133722_jpg.rf.36af60d9cafeb74cd30a3850599b1e0f.jpg,"제품명 : 권더 조골핏 쿠리이이이 식품유형 : 준조클렉 이야기락 총 우유성분 : 3396. 충 코코야인로 1393 원재료명 : 밀크조골렉 4096 (설탕 전지분유 우리마이 0 코코아버터 코코아매스 레시린 향료 이어기만 (바닐린향)) , 설탕, 탈지분유 식물성지방 무수유지방 레시린 향료바닐리향) Oe 알레로기 정보:우유 대무 합유 제조원 Ferrero FoodlHangzhou) Co Lid QR코드스랜무 어플레이두다운로드 수입원 : 폐레로 아시야 리미티드 한국지점 STORY 이일랜드록선댁 (반물교환업무 소재지: 경기도 평택시 진위면 진위서로 63) 판매원 : 매일유업주) 경기도 우리아이외 함께다양한이야기블 평택시 진위면 진위서로 63 직사장선들 단들고 위고 또든어보세요 피해 건조하고 서늘한 곳에 보관 톤 제품은 그라-기 로야 코다; 스"" 컴우 2시간 공정거래위원회 고시에 의거 고환 또는 보상 미다-기 이미데당 모이서새국_이야기념 받울 수 있습니다 부정: 불량식품 신고는 수입주L다 5PPO 느 이33053 업애 미미미심 수 국번없이 1399 고객상담실 : 1588-1559 하다 반품 및 교환 : 구입처 및 수입원 영양정보 내용량 509 284kcal 나르문 615rig 39이 | 탑수화물 2720 8%| 당류 26.79 2796  지방 1759 328 트랜스지방 029 포화지방 1139 759 콤레스템물 175mg 66 단백질스49 896 갈술 I5Omig 21% 인 1225ma 18*6 1 영입성분 기준기언 대한 비어찌은2@아m 기준이므로 개인의 밀교 입림에 미라 힘글니다 8017""7609 원신지; 중국 소비기합(입원년 까지) 옆면 표기 상상이 재f는","우유, 대두 함유",우유|대두|함유,B-MILK|B-SOY|O,readable
20260614_133820_jpg.rf.f79bf52bfa23b06661c8bcd71e3817e9.jpg,"{ 출 환통 EIDSICal [원질보 IIV 틀 Vu 70 42 운안: - ; 7 { 틈 통 총 = 흙 = 총 [ 도 틀 OEH 출 비""g] u v';NA 터t:] 구 c6 "" 부벼 V'a otovo 무",인식 불가,,,unreadable
20260614_133826_jpg.rf.1f05c7afad87c834729c4e69cf60ba12.jpg,"직품유히 건다하| 내용히 509 그리l어저 %교운ml 부부백; 콤어 위요-문-흥l l _인 안생로 7길 ? [흉목보고로200V @ 3 소비기한 {우면 표기일까지 잘리린 0 [로궁l륭 물히 올리고등-사고동- 353 #섯리먹탄? 2 오도-철제, 산도조절제2 산도중적제? [졸- 불전적일하지겹다 }문유지강3요 롭_ 심장속소 청제수 시자항색소. 대두 땅공 흔입가능 '직사콤_물 피양여 호도  은 '중안 대두 요공 동록 '급적 불러듯집시용 그관 및 반문 본시고_상담실 및 신고논 야므l 신공호다 '번없이 1399 과랑 접심지 4 내설신 60 9 160 Kcal 15 05 25 소비동 영a밥 온입재제 프리 돼지고기.위 중말 유증송이  소비사 영업스  @ 이래 : 58 75 닐9",돼지고기 함유,돼지고기|함유,O|O,readable
20260614_133831_jpg.rf.3327be8e6ebb2ddcae58f556d7acce68.jpg,"캐디뱀내하항 50 ""훨8 ll음로 무중입지올유화 /물t 구1 [유등런문 -대인 (주크리운제과 전북자빌자지도 군섭 서주무드주P공질 소비기인 후면 표기일까지 짙리 소비션 땅 물없 올리고당; '중아놈 -데? 항되복숨이 #감미되 현 신도조절제 _ 산동중질 고전행) 기타스용우-기 필중야 소 불중이용3 똑중아항 ; [지고기 복승하학 버리주스 유화재 달걀 호두 밀 햇밀 영콩 4 J물움움유 망6어고기 록말록지증-콤무양 [률이용고 [한P5고기 오정어 엇기루다_ 조식 신불피하영 온도 [그시설서 저조하고 있습니다: '드십시오 패보전해 주요고 봉후 가급적리 및 영업_ 물은 의만 피해보상 교환 및 반품 론사고객앉다히말 고객상담실 엎출품 {@주 @  표꿈 과랑 부정 운n직품 진고는 국번없이  O 내용립 50 01 160 kcall 27 2017048457793 품목보 고 '고등어고지의 표기 7도 소비다 담080-109 섭저지 '안속니다 26 2 움망점보 WA","우유, 대두, 쇠고기, 토마토, 달걀, 호두, 밀, 메밀, 땅콩, 고등어 함유",우유|대두|쇠고기|토마토|달걀|호두|밀|메밀|땅콩|고등어|함유,B-MILK|B-SOY|O|O|B-EGG|O|B-WHEAT|O|B-PEANUT|O|O,readable
20260614_133836_jpg.rf.a82fbd4a8e62434e4006243ba19956e3.jpg,"7 4 h진 무 너대 ; [활@ 2 ""주려주스 중행 9 '유유하 잔 용 이 지온 '오. 제 70 오 'T 개용 곳대 보관해 모생 F ' [ 내기보상 바고 그_품신교 ( [명양청보 160 MI 7 I 낱p필 욕 문미 1339가) 유 계 ""Vun s 7무보: 9a히) 설다 포기의 신망다 '맨 (소바기다 '올리고  ""신도조실? 'ga안 '산도조질제 ` '""중 거i 보 k료 ""복숨083 [감이회 : '복숨082 '물잘오다 '유 도모 '피하다 폐고기도 {조리국튼 5오 직량 살이다- ; 가_ 매_OL 시용산무 [제조하고 ' 자조시서 (주시고 '(서용979 은 '7 경식품 내끝니 377 KCI 새","우유, 대두, 쇠고기, 토마토, 달걀, 호두, 밀, 메밀, 땅콩, 고등어 함유",우유|대두|쇠고기|토마토|달걀|호두|밀|메밀|땅콩|고등어|함유,B-MILK|B-SOY|O|O|B-EGG|O|B-WHEAT|O|B-PEANUT|O|O,readable
20260614_133848_jpg.rf.604060740d2b62c4a27514dd5db2ea45.jpg,"k'세곰 나의티타임 달린미 E입 소자 슈* 함께 튼튼안다 '위만 휴세 @hocl?3 CSOSOO m P리 [모집지심다리 UO무리 330 1각터 기소치루 대한 79표7 (사시1 서로 '신지분위-지나드썹) 오 히가긴 리 코선이버 신어 의' 아예 미계 피내부 느세요 장'"" 메이트 커뻐; po트 '이침까지 요골 FZSU-ITI DS 영양장보 {식찮미 a하: 바가 Igt6Dsatoo'u7 신국보 고번소 ~""리산-김 식8생유시만다이시야신) 주오리 보수3보 쇠지 @ 신비서20 '그O베다 용 A l6o","밀, 우유, 대두 함유",밀|우유|대두|함유,B-WHEAT|B-MILK|B-SOY|O,readable
20260614_133327_jpg.rf.6ad8b7bc052fe267dc6cb186f362f394.jpg,"'C' o0- 도 Blenc Cr 산도 깊은 '불런드 새빵 커미 내용 ;""요| 맨맨7 ""Ay 이미국심 시답 사다 0 대무구 0 10 ""0o답 왜7 소들기물 '""랜-그리{ 담기 비다 럽나위 '93 '언제 브대 나두유 무리다 방' 신문 '입82s ID 벤시터 42 고함 미 반물 시고기; 햇i 본사 책미 V '주터 리시오 덮 ` 진임음수 d9 구입런 소비자3 예 또보트이금보 0 의반 내 보심 신과 F메 (서3 V 버II VM TI 디y '가사T다이 31 Y다 8: TC 29 RUASTING  GOFH 풍미의 바섯 시그니처 '이미지예 (운산' FEI 기심;임 며자 나오 IDV3IG5I ""심새생 소비기인 g리BaI지_P CPn Y새Lw [가이인 드움째 영양정보 유끼 소재새 '대인터 [선생요시 [민드마루다 (알레이시야신) ug:' 비R 신어서로 @소자덧 세O스 P 기비터리 예스내e (너_=국신)) 어징래 p재기끔 P외유 iCal 가,재; '기다기공히 {아H이N야신) 그) ""중어제제스비다 ""드바켓자 그다자' JAL 유자 , 산도츠 니 언드 'Q어스보 a 아스기보이지적 재심국기피므두 '해다F Rl요요 P리어스; '리싸리 FPA '모라리신6다 Rr s {어디오피야신 자; 대기가 유어자금다 '밑가  '-N3다 그거하다 '피의고 NSCTII 모시 53 V시  모아지대S '구u움이 '고재상미실: Wco? (수신사요주부 V7I TBUI UD' '년N)- IUP 8882","밀, 대두, 계란, 우유 함유",밀|대두|계란|우유|함유,B-WHEAT|B-SOY|B-EGG|B-MILK|O,readable
20260614_133330_jpg.rf.de69efcddb15777fe221234b7399ec90.jpg,#,인식 불가,,,unreadable
20260614_133344_jpg.rf.e48cc88355eed51e52467cc0af78e13b.jpg,@ 아도: 이리덕 @움 눈씨니 얼굴 #Q로 가꾸_a P  내gD Ii0 Io9 1당류022 U2pral 미0D시 08 TU 2DNC @_이멘로 runrorhoulCo Ld '수입원 신n로 'NA',"우유, 대두 함유",우유|대두|함유,B-MILK|B-SOY|O,readable
20260614_133353_jpg.rf.5e6f59227143fff9dbf806cfac7fad26.jpg,"8 9 COUU 1apan미 퍼지문지리_; 소비기래 이신 '리사리지밥산-- 수입 판대인 스배: 질로-품물주 료록집주_로립하문@ 도S 백신당-플옥주수전다; 플도 텍스트렉 포도관 '전진자현문 쫓대 물관 개품 후가금적 시E님 '피해보장 피해 및 구입간 미어 미합 399 문저: 본 스신수 국번없이 무전 '깨끗히  'o시젠트 보미는 2 듯 모 푹 쇼 (""우 'Rer OaIOMFODD 메주- 주오리2 그리세린사렉신예 [감치하테이크기(김자, 요소제 신도소럽제2 ~리리 E요 구연산]. '민길자맛분만 '실제소금 습뇨가 시O성크림 '직사찮신, 있습니대 안심히고 신고 이므로 , 굉팅식문 반심은 ZII 초23 편집 TK Chocrip 기","우유, 대두 함유",우유|대두|함유,B-MILK|B-SOY|O,readable
20260614_133355_jpg.rf.932836217ffce9ecc65bb050612f908f.jpg,open 중 a 굶 i @ 낙 고 옆 사 '7 유 야 팩 7 출 모 탓 푹 못 # 무 흙 뼈 틈 초고y 품 조집 무기 Chd,"우유, 대두 함유",우유|대두|함유,B-MILK|B-SOY|O,readable
20260614_133608_jpg.rf.ce798d41b7948148205776e62f76ac1d.jpg,그회 어리거 S 느 P어 영0 보 UBV 600 268 088818 ' 기;이다 Smo O뇨 NS 0a 스지다 09 09 OmnO 57 uo 4653 VeoI UJizw OL 5332 Anlae Cad :어9s,"소고기, 토마토, 복숭아 함유",소고기|토마토|복숭아|함유,O|O|O|O,readable
20260614_133621_jpg.rf.c3887d6390bc4eff5679dbf75a4cc8d5.jpg,"J론풍 E: 글느; I8 9r Z9 겨y C 터거 803보 09goo 268/C @기0I60U n리 IA 091 Grrg Ge 서구하4""38531 8스경= 269","소고기, 토마토, 복숭아 함유",소고기|토마토|복숭아|함유,O|O|O|O,readable
20260614_133627_jpg.rf.9229bc83ef7c2ce234bb6c908a7bb049.jpg,"아리보 드어린 여3,정다 세 M표8 일, 우유m '@안 제 기은 세조시 Y예서 메조히고 미l니다 J268 kcal) 라드 긍성거래히 언쥐 교사 모생대리 기본어 이거 표시적의 | 실꺼기 '면 맡T 수 ^ 3나 기 무껑 김 식8 신고' 겁가노 국두 하이 1399 제3 내 입쓰덩어리가 간국실 70 '권립 수 있으u 미는 제즈? 9예 검계수 서 사용다 식장터분이 군어< 구업 으도 인사예 유해하니 제거 $ 바거로연 영입U보 u83 800 268) Ug급딩 |말 @입 청_ 기O내 다르 @수의요 627 고기 도이도 목숨이 입 에 지반 Oa 3UA 트대 N멘 0 모화시망 0 Omio '50 Ue [표 113055","소고기, 토마토, 복숭아 함유",소고기|토마토|복숭아|함유,O|O|O|O,readable
20260614_133634_jpg.rf.753889fd0fce8764aa39121ac9f18adb.jpg,ANUA) Gapnsaiyes} 터시 매596 내륙화 1000 연인정보 304 태시고기 IIO) T? TILY 0029 -:,돼지고기 함유,돼지고기|함유,O|O,readable
20260614_134250_jpg.rf.cf2481ea6f846741c7157ca4dc4d12c4.jpg,"대S Mg 장자지 나고번호 ji@ 문; 사주 주2공장 사소면 표륭로 ""_로') 국 무리[러미터) 신도 {날?기다 시물무지 #콤플리 #e신동E WDVI 유다 171%) 당가고9 8 89599 일@깊수요심다 소__ 쥐-발 긍정하고30가Na다 0전어조개, 전물 3e 모램) 자틈입늄 국 또보가지 ; 불정 모불굽과물 S햇 _ 식움올 피하여 실로 보과 - 반물 켓 제즈입 '고프 a신터 (07O487-231 12 mII 8 B910 00 Gat DaE 소비 I OVu eVe 꼬리 DBL Owg0","돼지고기, 복숭아 함유",돼지고기|복숭아|함유,O|O|O,readable
20260614_134252_jpg.rf.1a10ecca006dc5c4c20bd5c29f217bd9.jpg,5 cp 신 '셋 생 * 수 이o 셈 ? 9 '%% 시o @ 4 시 739 y 2 J 5 7 혀 '양 { 터 명 ( 록 북 1 법 6 평 C9 털 약 1 품 { 뻔 말 [ 몇 @일 1 (o ' % 7 @ % 롬 훨제3든 턱 8 #,"돼지고기, 복숭아 함유",돼지고기|복숭아|함유,O|O|O,readable
20260614_134332_jpg.rf.57398403f0532065a14f118a7bae2e33.jpg,"I88 제르 다이제 소코 수민_ 기입숙시 업조럽 및 -호리온 세? 의신공장 신묵특길 곁 소재지 자치도 의산시 서동로 23길 11 옛말 다이제초홀렉[백설탕 식물성유지말레이시야산) 전지분휴(뉴 # 드산) 코코야분말 조크크럼] , 소트님판유 말레이시야산 판올렉입 말레이시야산_후치 호주산)  '전립분 백설탕 당료가공 소비기한 [지골운 식물철컴림 산물완절 2 주석산 농후발요 26.05,22/16*43 무 올 제제[향 떠지훌증-스비기출로 27,05,21. (1) 가치 M료 밀웃유대두 신프 할표 기 179(604870053 곰 중아 토마토 돼지 손현가 소비다 ( 근예 커관 D80 U_ 5700 6","밀, 우유, 대두, 쇠고기 함유",밀|우유|대두|쇠고기|함유,B-WHEAT|B-MILK|B-SOY|O|O,readable
20260614_134336_jpg.rf.ab4506c3110a6df4bac04f4465f4839e.jpg,"3w28 3심 8 2 S 9, 78 9 임이  06 Y 의+9 > NS' '6s 83 8 8 1 6 5 ' # e (A ; 무_ 근 I 해 "" ' 1 ' 틈 5E30 3 틈 '뜻어[하나 틈 "" 점 코코이튼 분 @ Jun8 {물정유재 N 면 (트려어사 방 J로 콩 3634 '4i, 8 '#;력 Nm ariasan","밀, 우유, 대두, 쇠고기 함유",밀|우유|대두|쇠고기|함유,B-WHEAT|B-MILK|B-SOY|O|O,readable
20260614_134011_jpg.rf.08bdb8c3164bc63c496449d14dbe9864.jpg,"0 @ 1' ; 그_ 814973""6u 319 도 S찌문- h미다 oouinc 무 4Ol Ke) 소입스 4보 숙r_ ) 장유자3E 이디 유지유 비사스 표망사다 아리베이터 닭 96 IW '0J버7 On' F_E @ER보O","우유, 대두 함유",우유|대두|함유,B-MILK|B-SOY|O,readable
20260614_134018_jpg.rf.abfe047d302ad80dfcec54e925050521.jpg,"영임정보 Vagonoirt 꼬진 WJly YU- 225 ! ! 1  E 2! 6 914973""503139 보미하다5 고모끼: NBFoauy","우유, 대두 함유",우유|대두|함유,B-MILK|B-SOY|O,readable
