filename,ocr_text
20260614_133638_jpg.rf.96aeb186d920b46a12a704fece16edd0.jpg,"(ARUBO) Ii "" li ""MI-S 하리보 프루티부시 두미주 이 바리보 아S 꼬다' 10D KCal) 메 개민 표사점 #이싸기 바가다 는 리 3중프리지 78 시 02-5/8-0385 17연신 ""5 시대 V3 M입 끼0 Gerivo) W0O p 가꾸다 WOOI디 자고기 이터 '01340 '김기5 새꺼거 곤미입 '376(2 '리0 N햇 Doroso yorttoo WWW 닫;^"
20260614_133643_jpg.rf.6c69f3e3051a0711e1d9fcd9ae05ec32.jpg,"OOI Muamd Tryuliiors 09 Dpnilina Iarti Uonna 교4 poslor Oumulise( 4m wo) Wheat Soteawoylom dimiT SmnAS MikzNnavulloy 600Fax 2I2 "";어 거없0 UI '리가 미어 '다I 3 '대터니다 영양징보 098 BIO 입 ou oity K9 AyD' (Naiai]) ODa +90 구UU M 0 1.Xw O/vu 'n기 Gom 'horlbo WWW"
20260614_133646_jpg.rf.d1d156215bc8d75c50e0fed0cff8aa62.jpg,"""II Mm @H UoRuvo (3 ZoVR 시우얘 U 새밥화 밑 우부 '시B반 제법 U5 까도하고 옛7니다 60 G?Bd C에) 문 제무은 관접 고시 년 몹시a 입까지바 VFORLO 연 (티길 0? 0-8363 굽시다 연양정보 uTa OMIV FN Nu 소고기 입유 bNI 원산지 Kurmi Comw harlbo; WWW 터키"
20260614_133650_jpg.rf.42e201bf877c5ec52e99d6d2f3c8e863.jpg,'Salmif Canoylngieo desloseau and iarnkmt  manos Sugar; 3neni dmount0 u % Podu Mah NTavill Erin 영입경보 659 U망 0g 소고기 OR SAVAA 바이 c 0o시 USO 스_쏘 'horibo WWWW
20260614_133656_jpg.rf.00a7cd51b1bc8474210a809df52eaac7.jpg,"RABO Grlpeftur 하리보 자목 책리 100 ((310 R J 의세 1 메께지 1333 하업 썰리사 설기다 399 공지밥다 새개길 70 ""21578 _ 더시F 어신 무바무신 제기 주드시관 구민 '심합로 엘어베리 엉입경보 UBfime 33 UB BMMII  (U법 내5;   IOmng 급수되다 B70 입위 답; 0 지붕 Og 가리 Vg Us 0g (BOTu GNA A OI 0s 0s ""0016 탑 바입니 차8? 거거런드 n Com harlbo NWW"
20260614_133722_jpg.rf.36af60d9cafeb74cd30a3850599b1e0f.jpg,"제품명 : 권더 조골핏 쿠리이이이 식품유형 : 준조클렉 이야기락 총 우유성분 : 3396. 충 코코야인로 1393 원재료명 : 밀크조골렉 4096 (설탕 전지분유 우리마이 0 코코아버터 코코아매스 레시린 향료 이어기만 (바닐린향)) , 설탕, 탈지분유 식물성지방 무수유지방 레시린 향료바닐리향) Oe 알레로기 정보:우유 대무 합유 제조원 Ferrero FoodlHangzhou) Co Lid QR코드스랜무 어플레이두다운로드 수입원 : 폐레로 아시야 리미티드 한국지점 STORY 이일랜드록선댁 (반물교환업무 소재지: 경기도 평택시 진위면 진위서로 63) 판매원 : 매일유업주) 경기도 우리아이외 함께다양한이야기블 평택시 진위면 진위서로 63 직사장선들 단들고 위고 또든어보세요 피해 건조하고 서늘한 곳에 보관 톤 제품은 그라-기 로야 코다; 스"" 컴우 2시간 공정거래위원회 고시에 의거 고환 또는 보상 미다-기 이미데당 모이서새국_이야기념 받울 수 있습니다 부정: 불량식품 신고는 수입주L다 5PPO 느 이33053 업애 미미미심 수 국번없이 1399 고객상담실 : 1588-1559 하다 반품 및 교환 : 구입처 및 수입원 영양정보 내용량 509 284kcal 나르문 615rig 39이 | 탑수화물 2720 8%| 당류 26.79 2796  지방 1759 328 트랜스지방 029 포화지방 1139 759 콤레스템물 175mg 66 단백질스49 896 갈술 I5Omig 21% 인 1225ma 18*6 1 영입성분 기준기언 대한 비어찌은2@아m 기준이므로 개인의 밀교 입림에 미라 힘글니다 8017""7609 원신지; 중국 소비기합(입원년 까지) 옆면 표기 상상이 재f는"
20260614_133820_jpg.rf.f79bf52bfa23b06661c8bcd71e3817e9.jpg,"{ 출 환통 EIDSICal [원질보 IIV 틀 Vu 70 42 운안: - ; 7 { 틈 통 총 = 흙 = 총 [ 도 틀 OEH 출 비""g] u v';NA 터t:] 구 c6 "" 부벼 V'a otovo 무"
20260614_133826_jpg.rf.1f05c7afad87c834729c4e69cf60ba12.jpg,"직품유히 건다하| 내용히 509 그리l어저 %교운ml 부부백; 콤어 위요-문-흥l l _인 안생로 7길 ? [흉목보고로200V @ 3 소비기한 {우면 표기일까지 잘리린 0 [로궁l륭 물히 올리고등-사고동- 353 #섯리먹탄? 2 오도-철제, 산도조절제2 산도중적제? [졸- 불전적일하지겹다 }문유지강3요 롭_ 심장속소 청제수 시자항색소. 대두 땅공 흔입가능 '직사콤_물 피양여 호도  은 '중안 대두 요공 동록 '급적 불러듯집시용 그관 및 반문 본시고_상담실 및 신고논 야므l 신공호다 '번없이 1399 과랑 접심지 4 내설신 60 9 160 Kcal 15 05 25 소비동 영a밥 온입재제 프리 돼지고기.위 중말 유증송이  소비사 영업스  @ 이래 : 58 75 닐9"
20260614_133831_jpg.rf.3327be8e6ebb2ddcae58f556d7acce68.jpg,"캐디뱀내하항 50 ""훨8 ll음로 무중입지올유화 /물t 구1 [유등런문 -대인 (주크리운제과 전북자빌자지도 군섭 서주무드주P공질 소비기인 후면 표기일까지 짙리 소비션 땅 물없 올리고당; '중아놈 -데? 항되복숨이 #감미되 현 신도조절제 _ 산동중질 고전행) 기타스용우-기 필중야 소 불중이용3 똑중아항 ; [지고기 복승하학 버리주스 유화재 달걀 호두 밀 햇밀 영콩 4 J물움움유 망6어고기 록말록지증-콤무양 [률이용고 [한P5고기 오정어 엇기루다_ 조식 신불피하영 온도 [그시설서 저조하고 있습니다: '드십시오 패보전해 주요고 봉후 가급적리 및 영업_ 물은 의만 피해보상 교환 및 반품 론사고객앉다히말 고객상담실 엎출품 {@주 @  표꿈 과랑 부정 운n직품 진고는 국번없이  O 내용립 50 01 160 kcall 27 2017048457793 품목보 고 '고등어고지의 표기 7도 소비다 담080-109 섭저지 '안속니다 26 2 움망점보 WA"
20260614_133836_jpg.rf.a82fbd4a8e62434e4006243ba19956e3.jpg,"7 4 h진 무 너대 ; [활@ 2 ""주려주스 중행 9 '유유하 잔 용 이 지온 '오. 제 70 오 'T 개용 곳대 보관해 모생 F ' [ 내기보상 바고 그_품신교 ( [명양청보 160 MI 7 I 낱p필 욕 문미 1339가) 유 계 ""Vun s 7무보: 9a히) 설다 포기의 신망다 '맨 (소바기다 '올리고  ""신도조실? 'ga안 '산도조질제 ` '""중 거i 보 k료 ""복숨083 [감이회 : '복숨082 '물잘오다 '유 도모 '피하다 폐고기도 {조리국튼 5오 직량 살이다- ; 가_ 매_OL 시용산무 [제조하고 ' 자조시서 (주시고 '(서용979 은 '7 경식품 내끝니 377 KCI 새"
20260614_133848_jpg.rf.604060740d2b62c4a27514dd5db2ea45.jpg,"k'세곰 나의티타임 달린미 E입 소자 슈* 함께 튼튼안다 '위만 휴세 @hocl?3 CSOSOO m P리 [모집지심다리 UO무리 330 1각터 기소치루 대한 79표7 (사시1 서로 '신지분위-지나드썹) 오 히가긴 리 코선이버 신어 의' 아예 미계 피내부 느세요 장'"" 메이트 커뻐; po트 '이침까지 요골 FZSU-ITI DS 영양장보 {식찮미 a하: 바가 Igt6Dsatoo'u7 신국보 고번소 ~""리산-김 식8생유시만다이시야신) 주오리 보수3보 쇠지 @ 신비서20 '그O베다 용 A l6o"
20260614_133857_jpg.rf.13ed56941f568e24f075322db0693576.jpg,"e IV { 11 휴형 '학산시 리델 과 (저품명 유 갑(선 선딩 탑 오포 압극 대 (밑 제 라련 옆 내 먹이본 국무시하업 171 {시5;  수성 1V ? @L 가보  무 기애 신내 엎종리답 IJ 1e 돈문안 [ 낡남께 휴색 나름위안 ODor [방리프로미렌 [포장재집 1976048700547 [조극릿가공품 전지분유(뉴집랜드산) 232 [품목보고번로 건묶이고과 시동로 [식품의 D-스비 식성유지(말레이시야산) , 고리식틱 선국국별자치도 대기3E. 소문라 '부하결산) . 오 '마가리 제?의산공장= t면고기언까지 '세세시 <비 신시문 내가 소정릿[선탕 {눈오리온 인산나  소비기한) '진치문유 스대 '기타심 잔신미 근 소자지 사멘나에 '미국산) 국산) , 성유사 (입소명 비단 '선단히}길 '민가루 4노 고고아버터) [인사료 입& '함제세]  '제방신에 고코아마 도하다 = 성요기 '집이 '관세세?0 불고기 스대 리세린 :이: W rSII"
20260614_133906_jpg.rf.94edb8ca9a7d50320270436d1c24d303.jpg,"근 인도 'yo 끓이 사@p면 달공 정 23 콩 8덩 입 I개 당 I30 20 95m3 04 명 16: 저 품 담류 93 13 희산신 소형및' 별 시밥 0e [업 29 고고 1 유탕; 4춤 유 '가끔유 릿 고훈쪽' 입위 눈말 즉물유식엽 우유; 타설탕 문 {및; '위인 {리예 기' 인 VD 00 주무 액심) 론 명의 e '식립 진티 게 면 성 ' 씹리 보관 갈차소홀회t 아시야편 미식여행 소개 라인업 {기 유퍼기리 부드러운  '30가= 진하고 그래커의 '간사 '야용한트 카카오 '망고라씨맛] '내움 . [조코파이 I(25 '평리수맛] 영양정보 (레쉬베리 100 영양성 과자(유처리 대 기준치어드 (식품유행 논리프로실렌 말자소올라맛 [포장재집] 나른 비초비 표기인까지 전지원 민수화보 317 제3임산공장 맡레이시야산(경화원), 윗면 동서로 소비기한 (R주오리혼 미국산) , 'e이P '자치도 '밑가루밑 '뉴질랜드산 가공유지 전북부 도권스 리망 ' 말차프리펴레이선] , '당류가공꿈1 크리성탕, '전지분유 소재지 모라이밥 '5""g이e! 말자 말레이시야산 , 식물성유지1 , '당류가장 굽2 [원재료교 '미디오 스데 프랑스산  식물성유지  크림 소드님 '굽레 선제 '식>성유지? '백설탕 신도츠 단매픽 {[백선탕, '인가루 , 기다고코야가운말 조코크럼], '쇠고기 기타가지년 t.xu '대5; '칭산나트3(신화방기세), 고y어; 전립 문말 학고기 9304,8709121 신성야 '돼지고기' Sv '비시 보관 도아도 1399 198 '03o '초여 '리가운 730 국어없이 품목보고번로 윗음 고려센터 '노기 안99 신u 8합 '던심나니다  '피해 소개R(? 선망 1yo 보y  '년남신 '이a 느세 피해모 7+다 '기Wt 가급적 '성상 계방의 느제? 구입신 5DI"
20260614_133909_jpg.rf.4a05e0c2fbc182d35954106a457d15d6.jpg,"부은영다다 가셈반 이7 6 1a 덜; 79 수5 '신 코3 43 떼 홍요 말아유; 일 택 5 유 보관 주입 8 낙욕 ) * 8 동입 온출 소 및 55 꼴 꼴 { 8 기로다 S 답지 쓰 '이시이 맨 '미식어생 소개 오T  F고Tv 오리온 라인업 ""거NR 3 스드 m요 엉망경보 냉고라씨' (오판마이 {니보R 거리;씻 반수각 02 3 ~어베a '컴레이시야산(지g다 ""@건스시람 ' (Sr 317 5ae '미국산 . 모처시밥 53"" '뉴질런트 ;리스럽' 덩어기 '전지_유 {가장02 가공유지 버터오 요시' (단학진 I꺼래이 당; 식n성요시? '만래이시이심 소비기 ~선제 '쇠고기 입위 T 크림 산도츠 소새지 기타가공g 유딩 식w성유지 '00i322 '대투 (인재규명) 이가 기다고고이가 오징어; 고군 '자세) ""8017 [고객센티: 돼지고가 심고기 기본법데 = '집(산화방F '가몽 '직업; 진지하 1399 이 19830487051211 소비자  [합신다트 '곳어 ` 진J 국번없이 ` 입으무로 '반품 토마토; 혼입가능 싱이 습도가 권장합니다 복숨야 신고 도함) 큰입월 '랑식품 고번; 오두 '피해 보관올 껍질이 목보 망8 조개뉴(꿀 '식사장선올 부정 '이하 '단단한 28C 드세요 곡물의 시어는 빨리 '특성상 보관 공의 구입한 드NS 몹사 'NOWD"
20260614_133917_jpg.rf.bb96e804e4e1b0ae45be2299a80a6506.jpg,"서스진다 @향 @비 4 예 YW 오리온미식어행 오리온 아시아디 대답 오리움 오리2 미사어  아시야끈 훈례-베리 라인업 소개 평리수염 a5"" 느I레이 Y !? 7 (ui비l 말사스님라[ 4{;3대"" [영입신보 고재센다 '090073 VhJ Io9? 처즈]리당다 일3 ~Ps 오리돈 Ch 위기지 삼수 주기 평리수관? Vu;e기 ?} Je '버어무기 T99Vu78 EsOI (9어;언 18I '07oo"
20260614_133922_jpg.rf.b00f87d411c30c57b596cc639fc58493.jpg,"<앞 접음 의 '구운 전 8 75 무 입 F3 (돌부 세5 김 - 입6 영 '콤적이 9 평리수관? 존득한 | '버터 파인애프 무리드 (안에 평리수맛 [대매드 넣어 [대표적인 절득하 '과자 든 덧리수(키 식감 '입니다 , 램취버리 명리주 오리온 '미국신 '과{"" 축 '엘레이지야신 43 드 '리고 ~버터 드ini a '판?레인유 비기_ 사로 마걸이시야 L고거터 8"
20260614_133930_jpg.rf.936283b369c239e4469cfafd88abcacd.jpg,"라pa;^ 소컷끼이 5I 가 IS 5 I AIil 98na4드새} Ooh 조미기 149 김수시하다? '오리온 (주공장 비림 주 스지 둘멋 학수 '3중 식S i집망고 '식물' 발들T스트레 음@ 말 구언산  ""필말 대로 텅 구모저 해j 방움 흉업떼= 재후 개 1399 부정 ""l 릭=트 평콩; 의한 불로기통 '책장 둘하올다 곳 본사말 '반문치' WI 망고리싸다? 구 { 1ena 8 SUI 어씨 8베5 경정보 I0m 가너U)기 모심재심 '식3청으치다 직출유교 | 밀리  사가"" {립불/인요 효심복도 '밀리미시야산; '근래 소비담유 또도망 요거트분길, 0-소비물먹 물치로유 소르비단지방산-스크리 산도조전제 전끗 '예트님신 ; 문말유크림 #E미3 물린 상우지2 {방산계스템로 백설탕; 국N고기 '이스라결산 온함제제키변성전문 , 성문사 물리리지등 'S입제-3식물 (농춧무데' '꽂로필런리룹 '비져나농죽분등 행료제제방료 집입가등 '비라물태 Biiy HO '-카로켓칙색로 초료출 'Biim [0리비야켓 'z없이 (혼합제체식물성유자 9요 오징업 '불랑식품 닮고기 토미토 '피해보상 호두 '기본번에 ""습도가 낮은 소비자 511253 - Ioym   c-등c장"
20260614_133936_jpg.rf.e976887593a5dfdee0dfd24c75ea13b1.jpg,"'UU F 셈 외28고 넷애 인5 없이 집$ [바비체터 소콜러껏 후 K#a부도로 어거드t시햇로 4흉y-버{ 기입까지 무고런오 {영양장보 V추ig lial 제기 치피 {경가트 직임 정주시 `구 _로l 뜨집 미로 {진; 주월 T유-팔출로움 전문유 발a로적= 톤출히 4 미실팀 T기 -무E비럽물_하-_형 망플리 핑: (h물-턱자 팀주-물 비출님신: 식- 표로문t '가공유자 봉 (방고 분말유_ 소르  단자훨신 사리- 기터호움 스_톱 미0 U스리훨신 플로등스 진경 빚 {37j5P7 0Z3"" 청트 백 감유 담 대지터 구교; 팔발: 유뜨로 쇠끼 고사( [지하 사과v 비교교t 빨- 퓨문기오자월 신 흑p 대 HACCP 두중5하다양x8 보l Z 곳 피온 커회국 한고 타스템SO '리 DAIa EWNIs DD 오기다 '부드움] I전만 {의D쉬리( '있다 I6i '방고 생명"" ImD [mmMmm 플리하 만리맛 [사훨 소비 식 정요제 '매기지하신 . '발히-@오 돌레다지훨진  기루""다 '일현세 년문 전배] 퇴지부유 | [캠어터리D-스리돌 신드조절계경 스물장우지다 ""뱉버V-기"" '출서린 '글리리지림산-스르 (농소무해 비 트스템 | 본림히자기번 '본텔적U스물성으자 내_놈-분말 ,돼짓  영리 제로 방로j품 퍼러스 _바로회직식화 [[입거등 스썹제제식물성유자 계 제릭국 'UiJsr '80TTT7: [다? 숨기  은 l신물"
20260614_133946_jpg.rf.a98fd69e120718cfe726b1cadcc685ba.jpg,"""@ 리프로린 조비기한 나연다기일까지 지먼 전 국교이 식품유- 통콤가콤로공로시 `특갈 헤'클?% 식용선 스a 좀m 수옷럴올피목-(증 그률속 품품실회@지하다; 표혼결인유 말걸이_야 스히a북 흥음품 박설다 밑가루 _말 민국산; 물연 '등수 문랑_제라스되- 신도자적 국중하다리아감 '각 Enea이지미설) 훌륭하물다""칭찰률표도R수 불업렉제하제인 등후유 산히로-지뷰로 썰아-스 합성함료 3중 달신 우유 소비 잔련겉 유덤 (정요기? 내8량 468 12개V) 1907021500314 영양정보 1(39 보답 171 kcal 기인 배이; 보마' @륭권: 모집어 5 영관수화다 2538 미방다 나보; 두 a합) n 나뭇: 'Uu; ""발분춧지밥 @무보화다밥  1표2' 피내b 지반 7 013 % 끝래스태V 0""0 대] 신버y '고9 9 모장재진 '839 소미기"
20260614_133949_jpg.rf.c2f2d940b8b64ef58f11f1c5b8506258.jpg,"옆 텅 정 제스 풀영 체 및 납습 14 스 덕 '떠대 코 { 계 Oe 입 '개적 { 부 땅콩: 개 희` 근 '에 ) 무성 }리 이1 7국 고스선터 {말려이시야신) '리므 '249 환명로 밥}리인우  몰덕구 @대이시야신 성수시 제라린돼지 , 쇼트님(들유  [식품유히 049 '제이나트 '469 입수포도 쏟입세세가 '내불심  둘엇 [로파이 : {주오리온 미국산) , 전지보유 포도딩) '밀가루(밀  소재지 코코아분만 항류제제(합료 영양정보 [백설탕; [업소명  [유지기 (말레이시야산) , [인재료명) OOI '식물성유지? 오심어| 합성향로 9870/.150031 소비사 '고기 유딩 '아매 '임가 토마보 . 잔단경 나사셈 보고번호 '미대 '법예 '도가 기난 세요 399"
20260614_134011_jpg.rf.08bdb8c3164bc63c496449d14dbe9864.jpg,"0 @ 1' ; 그_ 814973""6u 319 도 S찌문- h미다 oouinc 무 4Ol Ke) 소입스 4보 숙r_ ) 장유자3E 이디 유지유 비사스 표망사다 아리베이터 닭 96 IW '0J버7 On' F_E @ER보O"
20260614_134018_jpg.rf.abfe047d302ad80dfcec54e925050521.jpg,"영임정보 Vagonoirt 꼬진 WJly YU- 225 ! ! 1  E 2! 6 914973""503139 보미하다5 고모끼: NBFoauy"
20260614_134026_jpg.rf.4c1217df5150fb504b6a4da92d90376d.jpg,RESEALABLE OPENANDRESEALAT CLICKSTRIP Shiiies) S 59 영입청보 480 Kc3 스스의자) 내요딩 ID '비닐규 48g텅 가로시  요 쪽부_@ 톤듭@ mm OTHER 나주이다 FEIIO로 점정지문 대스리 프똑O다 5낌 한신심리트 } 기니무히 4405 호 미라 이루 '미로 {이규 향 #해 -하3 | 훨신지: 중국 출 푹
20260614_134041_jpg.rf.03b9cf371e46c2eacede4e7f81371000.jpg,"옥순수 뵙이 '202600231m 제품명 옥수주트이론 제품:! 특 의문유회 [스주껍""_발[ 교질 의 겁질다 눈음 업소명 및 실현대로 @이버길 30 속부문만율 진로주 소자지 컴프기인까진 입맛의 감혹바 소비기한 교oag@ 때 한걸 더 헌 불불델면렉 국산 호주 부 쾌가 가표 (리국룻되-꿈록g이%3 자손만대 옷 제탑10%  '문a유외숙- 태 현료명 중리4% 국산 만레이 국4드 '생리렉트 양정보 대무 입유 호갑답 킬로 J75.6m요 힘습니다 71 밑 뒷티이 = 도에 '히집o 10.02 제 어논 Q 소비자 스시 we 이 미사 건조 오 혹수수가루(외 {%,깜유외 시O)1.59 , #리프로""로PP) [200406073143 49 가동설인 . 큰입 회으다 따력 저U서 마지)"
20260614_134044_jpg.rf.3f10895ccad6ea809c916ccbf47d337d.jpg,"옥스다 K 09 이 mI [H 소 O 이 (O 6 거개  기) 25까지 2026, N리INa WN '제Iila GM 입소입 기인N 소새N Ved OOaliBokCa '(0EN 'io 109 없새요버 06 'Noll"
20260614_134056_jpg.rf.7dbf04349226ca02326439c8cb63cfd8.jpg,162 9 남약 매주시 coN 밀 인 애 d 엿땅 98.7 % 청제소금식물 마 [원재료명크림액 부 도덤 수소암모는 데 (설탕 제 트 따안유 스 미 k 건_ 보관방법 대로 671 수대 '반 터 보관시 시 도 이 접실 (위#' 사 대 의기 이 (망 p' 이 ^ 내용량 고구마형기지 [과사(유탕처리제품) 제며명 경기도 (주)코스모스제과 (식품뉴영 960번길다 금강로 진접움 (옆하다 CSmnS (http llwWW 후면표기일까지 '판울래 캐나다)] 소비기한 '가루[밀(미국 '유표올레인유(말레이시야산)| 토코메물(혼합형)] 당류가공품 콩비터(인도네시야신 [명 Potmto 스타 '글리세라지방산에 물 '생어노로로제 '양파액기스CM 코고아블 스6; 말투 (간미 [뽑안 곳예 '바로 '리에터레(내 4113 11986033205148 OBo 국심상 치하 ? 실해 세a 구입지 주의시입 선쥐 기다 (기뻐 통
20260614_134101_jpg.rf.31291d284c56619b567920454c551aef.jpg,"제품명 고구마형과자 내용량 162 @ 식품유형| 과자(유탕처리제품) (업소명 (주) 코스모스제과 / 경기다꿀 '소저제주사 진접습 플강픽 kI http:llwww csms co (스비기한|후면표기일까지 판 ""to SII [민구#말늄지국 d-토코페 '엿 딱 새 98 % , (원재료명 1 청제소 크림해 알 남압 960번길 '캐나다) '창[팔록렉인유 (발렉8,1o ; l(혼합히] 탓 콩대문(한로_ Uo; 물 글리 '씨해"
20260614_134117_jpg.rf.f9193e833be81b64775c29fcaa2cfd03.jpg,"89 우 제 P다 8 700 엉양정보 싸신' 80""9 내#yi 489 단수화다 09 09 당류 209 렌스지빵 99 Oa 지망 포라지생 스U3 '8020 대부무)"
20260614_134119_jpg.rf.eade0face448cf26d1fa1ad54343f344.jpg,
20260614_134144_jpg.rf.3d2eac697070e6189daeeaeb7208d789.jpg,"너시 먹들 로리시닐) (식품유-곡류가공품 [내용량 | 70 9 [현재료명옥수수 659 (미국산) 소트 [마가공유지(팔올레인예스테름화유(말래 (이시야산) 깜스데하라예스데로화유 애 자메스레측화유} 대륙유외국산 아르회 티나 미국 브라질 등) 가공유제광경 (회유; 항료} 기렇조V미국분정생소움 비타민82 항금 , 항문기] 대는 후유합위 소비기해 전면 하단 표기일까지 불고방베식사공품물 피하고용-숙소개 l안어 봉문이활 도는 |예 실온봇관 업소명 a [대_패렇물킬로로 17 영천시 소재지 [포장재적탤쪽 푹 '핑수 [품목보고번호7988055500812 알류 땅정 고등어 게 [r짚--   료중하오0 화훈물 '때 지 합 포함) 조부외설다 분행 해물 의기 교환 는 ""분움 심부퍼서 '힘습니다 박택망 및 ""문개심다삶 그표 집고다' '객상님 '080-900-61331주 '푹부보? 고y 부덤 d Sajo cok '깨끗한 매모이 무리미금 깨애 기이기 부성 설리 시합 신고논;대 없이 1 3*9) VI 제주 [영양정보 UV터 7 9 345 기둥시어 대인 (UO W"") 30 % 13 % 1파라 (회산면 혜목% 태위원회 우리치연 주의 서회 kcal 내표빌딩"
