image_name,ocr_text
train_20260614_133327_jpg.rf.6ad8b7bc052fe267dc6cb186f362f394_0.jpg,"굵l유철 침문 ! ;' '영양정보 9르5- 게다 - 19 무탑 노양 불러물채 '트라출산터 ""래놓로 VI 밑미기"" 당R_무 실a ""깊꿈플-움 궁액출대 국권없이 1559 누터N 3)-70933780 그추 - 가e37 _ 7J65' a""yig 소비기만 T구 많이I ""인구 VV이시O신 싸시러? '신O서 - ET V30) [스 6년화 3 I스 3구익 소소말 U입; Ta대린-: '그생 ^ 569914 탑;나T34 ~n아디가 다 ! Yl다다 요둘시 ? @= I5I  TOU: 모래자 상업신 7437 5177 박& L;"
train_20260614_133330_jpg.rf.de69efcddb15777fe221234b7399ec90_0.jpg,
train_20260614_133344_jpg.rf.e48cc88355eed51e52467cc0af78e13b_0.jpg,"다 내용리 Dni 피요오이당류 ""교 n2ur만 2DX CaLd 신어브진대 a오"
train_20260614_133353_jpg.rf.5e6f59227143fff9dbf806cfac7fad26_0.jpg,"교교지 폐중관 [aloifioopaihwnrngg침무 왼물블""@_목 극리리지밥신척스템 ; 학제T노- [낌 수입 관내 인쥐로리든 물자-웨이""기갑자: 근신데 캠세문 지갑산데스태; 그l이물} 출로 갈'로 그계산] . 민설 미근드 노업제? ;소다 주가급적 린러 르요 {과 실제스간 시도점 =림 피사고 밝대 희한 피래 바, 김자 "" 모자 소- -고지 유민""흐답도-만 스수가루 I l wup"
train_20260614_133355_jpg.rf.932836217ffce9ecc65bb050612f908f_0.jpg,
train_20260614_133608_jpg.rf.ce798d41b7948148205776e62f76ac1d_0.jpg,7건오 대g문 60 9 268 조고기 도아도 730 재망 B-생 G9 그청스터 Tu OC OTe Ete Bo요aBma
train_20260614_133621_jpg.rf.c3887d6390bc4eff5679dbf75a4cc8d5_0.jpg,공3경보 u8g 600 268rC) 소고기 도이도 56이 tasa 26 C99 스:=
train_20260614_133627_jpg.rf.9229bc83ef7c2ce234bb6c908a7bb049_0.jpg,"버린 여3 반정뜨 u표든 밑 깨즈 대조히고 무3; e0 p(2o8 rcal) 공협 거탤해 년기 '표시,의 { 김까지 신멘j ' 꺾이 1399 메_ Y어리기 간 = 수 외으다_ 미느 제즈 사용 이 글어 인쇄예 무해하니 영양경보 u8a 80 0 268 Ug급당 일 요악청보 기O l수의로 G2r 소고기 도아모 퍽이 태유 지반 틈료습실방 집싫스트 Ua 우구"
train_20260614_133634_jpg.rf.753889fd0fce8764aa39121ac9f18adb_0.jpg,핵596 아이 엄입점보 내우람 돼지고기 김유 질IU
train_20260614_133638_jpg.rf.96aeb186d920b46a12a704fece16edd0_0.jpg,"o 0340 묘 시권 뇌- 면 3티프리자 저개도 7e 시 근지임 895 그입다 부밀 'TO 시내 ""RX매외지고기다B"
train_20260614_133643_jpg.rf.6c69f3e3051a0711e1d9fcd9ae05ec32_0.jpg,엉입청보 9u8y6Dn D렵립p Ana a6sO Toi Iortioo WNVVA
train_20260614_133646_jpg.rf.d1d156215bc8d75c50e0fed0cff8aa62_0.jpg,맑비 B0 azpg 1임까지(터 IEORED: 거J6- 연양정보   입이 하0원 'MI 소고기 말유
train_20260614_133650_jpg.rf.42e201bf877c5ec52e99d6d2f3c8e863_0.jpg,
train_20260614_133656_jpg.rf.00a7cd51b1bc8474210a809df52eaac7_0.jpg,u(93u * ; 시거 -T예 JIXI 하나 프리사 고포리 2j570 제기 게어다 엉입진보 너커런트눈 $모 많나청덥: '@#청르 기트 '모도는숙 스 UFh YOrno 받수화로 83g nag 가끼 입요 가리
train_20260614_133722_jpg.rf.36af60d9cafeb74cd30a3850599b1e0f_0.jpg,"제품명 권더 초골릿 구리안이학 상산이 식품유형 : 준조클렉 'r되m이야기로 좀 우유성분 : 3396 코고야인로 : 1395 원재료명 : 밀크조골렉 4096 (설탕; 전지문유 오리만의 코코아버터 코코아매스; 레시린 향료 대기8 (바닐린향)) ; 설탕 . 탈지분유 식물성지방 무수유지방 레시린 향로(바닐리향) Orx 알레로기 정보:우유 대투 합유 제조원 Ferrero Food(Hangzhou) Co: Ld GR코드스랜무 어플레이두다운로드 수입원 폐레로 아시야 리미티드 한국지점 STORY 이밀랜드 선댁 (반물교환업무 소재지 경기도 평택시 진위면 진위서로 63) 판매원 매일유업주) 경기도 드리아미와 킬께다망한이야기록 평택시 진위면 진위서로 63 직사장선 단들고 디고 또물어보세요 피해 건조하고 서늘한 곳에 보관 톤 제공은 머고 스랜"" 컴무 래시간 공정거래위원회 고시에 의거 고환 또는 미b -기 OD l이D다: 모이서새로로O0;기터 받울 수 있습니다 부정: 불량식품 신고는 h국= 아로a 이구  (시 사라이심 수 고번없이 1399 고객상담실 1588-1539 타하다 반품 및 교환 : 구입처 및 수입원 영양정보 총 내용량 509 284 Kcal 65mig 396 탄수화 2729 896| 당류 2679 279이지방 159 328 트랜스지방 029 포화지방 1139 7596 콤레스레물 175mg 638 단백질 스스T 896 갈술 150 inig 2196 인 122 519 1838 입 설일성문 [순기9 내랜 비Z이은 ?o0아시 기로이므로 개인의 밀교 현로에 따라 나_ 스임스""무 80 7609 원산지 ; 중국 '소비기합(입월년 까지) 옆면 표기 보생"
train_20260614_133820_jpg.rf.f79bf52bfa23b06661c8bcd71e3817e9_0.jpg,"t드 ""따양E미`린 임l점보 @및 @지3리스"
train_20260614_133826_jpg.rf.1f05c7afad87c834729c4e69cf60ba12_0.jpg,"식움유임 갇디표 |대M광 309 나망달렉  전문판매원 (주)크리운세관 리애 유통 서수 제조인 (주) 서주 ?공장 진묵 72 스 > 20770n 909' 소비기한 후면 표기일까스 품목보고런호 소화루 사과용 액5 493 잘라린 0 스저 명 선망. 엇 올리고당 신호조설제3. 맥문 . '깊티? 양료출찬 신도 조절제) 상도적정지?   삼되용유지기공통: 작: 성사과 엉2 큰합과일향) 치사청색소) 유학- 공리글 심공-소 정제수 치자황색소 우유 #중이 대투 땅콩 큰입가능 식사장 선흘 피항여 온뇨 언대 개공구 움적 말리 두십시용 교판 매 홍상답실 영원 T089 8이수신사요 없o 1399 섭치스 168*89 15 손6 , 05 형사과 / 온리자세결면 [돼지고기장위 소비자 9y3대"
train_20260614_133831_jpg.rf.3327be8e6ebb2ddcae58f556d7acce68_0.jpg,"식품유영 샌디; {83 509 거만올랑소욕 ~복승이 서물 용 인길 어불랜유하현문 -매원 (주트리운제과 주인 스주포트주모공히 _ 전물트부자식트 2017048459093 소미기한 표기일까지 소비 물엇. 올리고당 부중이 단? 예감미표' 216 속동하증제 목능하증적 '대리운동대회 승9 특승이향3 돼지고기 중아 함음 버리 유화제 우유 대투 여고개 특말트 토마토 룻론증음로울 ""V 용홍고 ""록록용엎들 F습니다 직사 선올 피하여 콤 보손해 주요고 ""개봉 후 가능적 발리 등실 용영안 의란 피하보상 교환 및 반품 '물상고객앉등% Ieo 고객상담실 '응이-2580주 과량 섭취시 진고든 국번없이 1399 광식품 166 27 01;25 kca 품극보 후면 42a ) 중망되로 T: 가무시배"
train_20260614_133836_jpg.rf.a82fbd4a8e62434e4006243ba19956e3_0.jpg,"머이원 F다 후변 r -다 [2히) 잘흘교 설탕; '20; 동장 행복 [훌품표움우유교h 오징0 [""구3고] 오고 생다 굶 은곳  보관히 {교도움 의원 피해보상 부' 너다 영양정보 '160 NW [식유형_ Yn로 {내조올림#목 a리97 DDuw859 오보고호 ' 포기일 주사동주450  제조인 소바기_ '신포= '콤요 '}송이빵 보어고기 예감미로4 승아항2 표 유화제 '최고기 도미 대리주스 '직 임건오피다 {조리? 정리드 N오 '요습이다` 7고391 '주시고 7030 (서용이 / {고직심담신 신고는 '망식품 KCal Iwti"
train_20260614_133848_jpg.rf.604060740d2b62c4a27514dd5db2ea45_0.jpg,"여Z (oy"" 대g령 표표표교든 [도림전진_리프로교인 명양정보 [플불렉 로교풀발극리품등할품 '도각터 기준지하 다고 스비기터 거구리나고철 'N 너도 진-히서하황 부지 불표(#진요f활  고 ' ""' -( 박-과척 e하 기0-지 (;모리 #M기"
train_20260614_133857_jpg.rf.13ed56941f568e24f075322db0693576_0.jpg,((C(보A 7577 실뇨 현스로 말 T나도 포장재체하리므로렉번 나9760497005u @정싶가공: 전지보유 (뉴 리월드관) 23길 직급히 유리 품목보고번호 의산시 시동로 이N아스 '물자스노 모드 5TT 7 교문 스건규) 스히기만 모리 -거I _T 금무
train_20260614_133906_jpg.rf.94edb8ca9a7d50320270436d1c24d303_0.jpg,"의중말 달공 400 85 구개 담 Ie 담유 가공유장 니반 0그 묘 인가루 내5 . 유유 오의 '진하고 = 그래커드 O사로찬 카가오 망고라씨맛] 조코파이 '평리수맛] 영양정보 오레-베리 @안 '과스무전리제 기준 리에 대빚 유 ""Cn_ 플리프로 필 포장재질 나른급 반수화다 317 도서로  맡레이시하산(리라무) , a 미국산) 뉴권런트 눈권 스 시민 전지붕유 꼬니라  모라디굵 Ua' 이시야신  권 -E0 S 무지 ""uT4 y면n무 쇠고기 0J 시신화 :시제) 705121 M4 'O0 550"
train_20260614_133909_jpg.rf.4a05e0c2fbc182d35954106a457d15d6_0.jpg,"어' s만 보 주P i추 '음활통양 '안물 합) 중도 인문하온 통보속 소근 oNIo무> 미H어na 소개 라인어 오리논 대 801117 ' {기본렉다 {고객센티생 '1399 소비자 043 입으무 큰입가능 권장함나다 . [993드 집입털 고번로 보근올 ` 문보 껍질이 선물 부정 '이하 '단단한 ' 23c 세요 물의 시어는 빨리 ""특성상 구입하 세S"
train_20260614_133917_jpg.rf.bb96e804e4e1b0ae45be2299a80a6506_0.jpg,75777 494 ]
train_20260614_133922_jpg.rf.b00f87d411c30c57b596cc639fc58493_0.jpg,63 @ L고783
train_20260614_133946_jpg.rf.a98fd69e120718cfe726b1cadcc685ba_0.jpg,"리프로필린 비기인 슬현다기입까지 터듬 명 조고되기 }론증가골품 청추시 름덤구 위명로 219 주오리온 제 청주공장 콤물등 콤물실헤임지아다; 품렉인원 말레이u이a) 라에다 일가루 (밑 민국산) 물면 포온림라림 (돼패집 산도 선제 3좀 '이측하야 식명  나회그말렉이지마 출러하튿말"" 적질로포로활수 쓰바- ^ 중 함료체 제함료 담) , 달걀 무문 대' 돼시고 잔년겉 도-? 내8략 468 2개) '9870-500314 'W6 영양정보 1개(39 보답 기온 두O' 'I1P 씨난수화국 느랜스리민 의; 좌지다 도 327 실발스태 ! SNlp _ 선G: 중성묵드 신  흔함제적() 가제외니[ 739"
train_20260614_133949_jpg.rf.c2f2d940b8b64ef58f11f1c5b8506258_0.jpg,헌 {아신) 턱구 필수 내공관  표도형. 단? 33 '인 대민 23 '합버미시든 249 결명로 탤정러인우 '가공또 성수시  팬래이시야신 검묵도 젓라린(태지; 소트님(판유 '소도님 l집제재가 E코파이 주오리온 미국산) '밀가루 (및 제물 '코코마보 영양정보 (백션탕 . [업소명 합료제T [물장피하렉이시야살 : '원재보 '성유지? '밥설:로  701500 자수럽
train_20260614_134011_jpg.rf.08bdb8c3164bc63c496449d14dbe9864_0.jpg,E드 큰 골aC오 이 al이다_? 5리5S  지문부I Cnndg W3o 마럭4 앞석넘제다 < '닫사다 아리비야르 0D97 Eor : 자구: J
train_20260614_134026_jpg.rf.4c1217df5150fb504b6a4da92d90376d_0.jpg,영웅 평보 1e0 Kc3 스스으자) 내 _  내온 Iaam 비닐유 4073 48 어O시길나크 다 enrblluw CT OTHER 옆 훌륭물론 {알}- 세하요 권신지:
train_20260614_134041_jpg.rf.03b9cf371e46c2eacede4e7f81371000_0.jpg,"'202633 m로 로 에이 제품명 브이 제품이 특질 의문유트 패관콤""_립실등 샌률다 의 겁질가 눈득 업소명_및 최밝전관6S""역 속부튼만율 렌로 소사 견표기일가지 입맛의 감속이 비기합 한걸 더 합 I용무렉열트 국산 호주 내가 가표 등)80% 자손만대 권재료명 산 말레 양정보 숨 상질u대장 대두 환문 밥딩 그프 35U 꾸요 큰입 출태@ '@륭지다 039 a일 [떠 싶사 미손 건조 OOol- NO) P리프로패터(PP) 200100D73143 현스 리t 마지생"
train_20260614_134117_jpg.rf.f9193e833be81b64775c29fcaa2cfd03_0.jpg,
train_20260614_134119_jpg.rf.eade0face448cf26d1fa1ad54343f344_0.jpg,
train_20260614_134218_jpg.rf.a4d1c3d0478a16e00791234c97797429_0.jpg,"식급유집 괴자 I00 I도D KCI5D 9323조I 몹지포장재질 P리프인관 반품 고 교환장소 [옆기저문""로-술하유하적유용 @이 #갈리 팔스 '악장주품도발'히롭운탤출-쪽 보관삼 주의사장 그래 '서이자)] 권재구명 플렉오길 라리 테르 갈제-혜바렉_원 주머립 의 '탑운 댐장제 . 함다 표로 속돌들튼 후출연  (로 캐러엔신럽 스닭스록 길 내무 수' 다 ' 소비기다 T민 모기만가스9n인 품목보고번  19960397055-0) 누야 제소인 미기밥 유;치사 / 감권도 전원문 김외8 화 리꺼-4 부그 싸- 신 유'전문 판매로 도G신물조) _ 인신관증신 도프I라5 유지] {@일이가 6-g @ 하이하다 표요 불불히 지다"
train_20260614_134219_jpg.rf.aee14c8a9786adfb8bd36d9e6b8e3711_0.jpg,"Ig @l @ @_ 골질 식n유하 프직로록픽 끈 @국국_ 흐 틈유  @리유 오 품스터이락 어스러드 이이시야 4 이지다 C 권사이r 근리 포도딩 코고이문 원재로등 주머리 유 3어세 @숙스분 (입로 '원래 람 외근 일 "" 존인 미기밥 중공 스타이린요 [하다 부노어신이:! 드a어스무 입리사5 = m리9 8:? 출중로 _ 이- 화 @로-373 453) 혀기9숙제조이)  구길리픽 모;무 보 보2 유쁘의사 / 강신도 소미기한 V어 드서식gC -입어관m신 ' 제즈린 유용 선문 판매외"
train_20260614_134240_jpg.rf.a3472a2dbc06d03e25a793a45b56192b_0.jpg,34 이-저다 오3느 에디 너지 o
train_20260614_134243_jpg.rf.70f5a394d6d4e8b7dbbc66c573e1ebfb_0.jpg,얘디 에너지인
train_20260614_134250_jpg.rf.cf2481ea6f846741c7157ca4dc4d12c4_0.jpg,"I기  다지고가국야 835993D만티 T 70) 당가고다 항요 ^ 혈수인 전복 3e 포람) 짓 크입가 그 또 73 부정 불냄나품 {렉 _7 똑동물 후어 실혼 불과 ""인출 햇 및제즈트 고육붙하터 (070j4637 23T 2023 _ @' 사험 0no Wo 4} 39910 ~"
train_20260614_134252_jpg.rf.1a10ecca006dc5c4c20bd5c29f217bd9_0.jpg,% co' 68 @ 8 88 op 82 '소 8인 원 가 '당말코올 헌 8 { 용
train_20260614_134332_jpg.rf.57398403f0532065a14f118a7bae2e33_0.jpg,"치도 다이제초클 성유지(말레이시야산) 전지분유 들웨이하안 코아 트님 [활출플렉렉식품- 회""월 우지 전립 설탕 닿료가콩 선크림 도조절 발표 26.05.22/16345 물 1타? 27,05,.21. (1) 세제[함로 비돌액(감미 달료 우유대 760487005 긴 울"
train_20260614_134343_jpg.rf.b355ae002b7cb468768f213dbacca279_0.jpg,"제 품명 다이제 미니 식물유형 포장재질 [플리프로필린 업소명 뜻 소재지[ R오리혼 제?의산콩장 전문트별자치트 의사시 석물목 X3등 원재료명 밀가루(밀 미국산) 다이제 조국릿[백설탕 식물성유지(말레이시야살) 전지 분휴(뉴진핸드산) 코고야분말 소고그럼] , 식문성유치(감유 말레이지야산, 깜플레인요 말웨이시야산) , 백설탕 진리분, 전지문휴 오드로런치, 산도조질제 그좀 식생 만-사간 밀크추 유유 대문 소비기한 면드기일가즈 품목보고번로 197604870051 달걀 땅콩 로두 숨이, 토마토 '피해보 어달해 . 조록 물 말 포합) 흔일기 소비자 벌에 1399 국데 보 드세요 부정 본사 국권올히다 그객센터 (전화) 080'023-5700 (문자) 1 522-4002 대용합 80 8(4O B X 2봉지) 몹지(40 8J 197 Kca 염u정보 206 은W 넘류 부트급 I' '육t-망 무라지밥 구스 죄망 급래스배로 1,3미만 무대 망원  21: 기대 대뜨 WUYAVND WH {  -4피> 함요운 반순스"
train_20260614_134351_jpg.rf.e7f3169faaf7fb813f2beb1cafb5b28e_0.jpg,나포a되어 보관 국대기 라리 / '사다: 두싸 1 Z그락 '터금 틱 오쪽_실적 기무 발물@자털하다 월홀철 전지 접데 신면 ~팔&렉용 2G048700515 대두 킬유 퇴고기 호불어 g보 5UD N오 조개특 4용량 40DE 399 구입 D 8g 당류 8당 197 kcal O요 10 40 % (드자) 5 번없이 80 8(40 8 X 2몹지) W수하 '롭지(40 트래스지밤 3@X 관택짐 (주오리은 모화지밤 59 '어느로 오요 HACO
train_20260614_134405_jpg.rf.95f755a58c8b6cf0b264befa51185eac_0.jpg,"Ma ' h리 ' }: F대다{ ""et 5} ""@ 유크램 소나트 '콤래 {7 달 25 잘문 어 무 의곡 함로 돼지고?  당류 토마속 그 , 순야 새우 지방 91 'n륭구등 흥올 위해 축n축w @하8 부 고) '합) 햇 현자 선금 대물: 물라 1339 의한 {군이 벌액 신문 비다 I ' 17고대0N{C 3수신 '가구버다 미고살} (영양정보 민가다] 주르 미도 중다}-다산수 기준)^ 모m ` 신 ' '또마출) 65 -3 발가다 사왼유 (나도끼 인신나트 민 (민수화물 신심따루' '버터모 ' 조개루꿀 신난경 트럭스지방 7' 1 하념 ""울주어 ` 포화지방 따 ' 물리스염} 보근든 문사 슬도가' 세요 단맞진 기하다 ` (정망성분 = 꼬민  ' 피해 '피S보생 국멩없이 개끗 080-023-5700 공식품 전화)"
train_20260614_134417_jpg.rf.6c87b434b730b69faf7c535b85711c38_0.jpg,"[미프"" 직문유월 스비기 스매 요기W 모양,린 라리브로하스 꿈무보고린   19570 9III U 의나드  49 언소템  T지 [주오리년 '말레이시야잔) 사미터틱배하다 (길 미국신) 마가리 {필플렉입유 I리미시앞젊아버터 인도사Q안린유 좌너F 핑요)  t수스모미 단지닐유 무보 신대 요명 회유 [가금유지 탑 해에스터; 화, (땀석유 만려이시야신' 대 구아버터 식n 성유지 과다유정문말 코 직럼 폐시터 신로소전제 게미보다 모무 대느 ':미#토마' 내시고기 s고; 류고기 호림런; 생? 존개부꿈스나문합) 1705 39y . 질 집킬국번예 면안 ""치로 의사 #선 ; 미팅 본 낮은 국대 보관 개듭 주 가루지 그리 드껴요 ' 부집 * 조리스움 신고   K5가"
train_20260614_134419_jpg.rf.c7b189faeee04139c48c432ce16ebdc0_0.jpg,망다 느방' [미의 다기_ 태인유 714 2; #따문무 (껍력유 모 미국신); 식월 엔 '벌에 나쭈식품 성문 과련 79 가뭄: 투빗: 국예 모관 F5 피해 9 손도 _니  #소 I다 {스 94 주움유다 댁버이피머사 대도니맵대신 오르대내다 1? 리근 넘없이시다실 | {면 하대 T34 어보다 4 ; 사 코1이 D 보집어 '중리 드:고 . 터' %고기 히고기 느지고기 튼미뇨 변3아
train_20260614_134424_jpg.rf.5a5c3c7ee9ab5850c8302f6fcb84ca18_0.jpg,제 품명 통크 초코 식품유형 | 과사 (유처리제물 소비기한 믿면포기일까지 포장재질 플리프로필렌 업소명 및 소재지 [gx치롭세출-롭용장 전묵특물차치로 원재로명 통균 조홀릿(백설탕 전지문유 뉴질랜드산 식물성휴지2 지물험움하해 올렉일시말- 밀z장기나다쪽) 샌로로-제 미국산) 식물성유자 백설탕 산도조절제 밀 우유 대륙 합유 품목보고번호 9830487051139 땅증 주조랫록양 토바토 돼지골김 '신고(터고각 홍합 모함) 업에 의인 피해보심 직사공선흘 피해 흔 슬문가 낮은 근액 개붕 |급적 드세R 고객센터 [현화) 080-033 5700 자) 1522 4002 무슨 불랍 식문신고 국번없이 399 반물처 본사 및 구입한 내올량 45g 236499 5m무 3 이이화주 파물 28 8 9 바팀락 유물;유 브랜스시망 0 문화시밥 7 3 47 뱃스레 3 모미민 승시반배 불소 도u uIn 빨리 '
train_20260614_134428_jpg.rf.2049c5d825fcaa6fc9e1b2faff46e48d_0.jpg,"제품 명 통크 초코 식물유형 | 과사유처리제품) 소비기한 믿면표기일까지 포장재질 물리프로필럽 업소% 검오지용 끝기교물l부__-름  주""스스들콤픽훌물-집콤흥물지 플들p러뼈 봉집릇유 눈N렉--설쉽물 우G 국산} 직물생유자 미출컵 회숙잔 ""캐나다살) 대문 합유 알따밀가루; 식염, '돼지고기_진고기 토마토 맛록 부표해 ""p 화 '통혀 의한 ""피해보상 '탤h터 본법에 보관 개물 5700 3 % mg 22 % 인방 ,리롭 '산도조절제 밀 우유 9830487051139 품목보고번호 불@  CN' '변삶C '식훨신고 @요물철 가근적 522-4002 Z23ot9 uSVUV :보사 반물서 시익; 399 5288 9 모리지)  {탄주화국 영양정보 렌스치망 . '스스발@물_모추 하무급 55 ""미만 플레스옛로 묘 7비 H규 가""uur ""O"
